1.243832E-03	1.347059E-03	8.962019E-04	3.788385E-04	2.486704E-04	3.692915E-04	5.554955E-04	6.87051E-04	7.253951E-04	6.486365E-04	5.863259E-04	5.954369E-04	6.46425E-04	7.026233E-04	7.431397E-04	7.795773E-04	8.276382E-04	8.11317E-04	7.680086E-04	7.349165E-04	5.957966E-04	4.321496E-04	2.539907E-04	1.217854E-04	7.249056E-05	5.075036E-05	5.01689E-05	9.459504E-05	1.197555E-04	1.661687E-04	2.611484E-04	3.059439E-04	2.144613E-04	7.171702E-06	-2.180923E-04	-4.575264E-04	-6.857593E-04	-8.104372E-04	-8.892959E-04
1.347059E-03	2.314822E-03	2.05697E-03	1.056281E-03	4.794232E-04	4.15089E-04	6.375991E-04	8.697171E-04	1.039072E-03	1.032473E-03	9.171395E-04	8.466414E-04	8.783794E-04	9.728993E-04	1.104492E-03	1.212872E-03	1.292814E-03	1.227435E-03	1.095074E-03	1.04479E-03	9.454483E-04	8.079522E-04	6.397717E-04	4.494823E-04	3.117054E-04	2.352541E-04	1.708922E-04	1.21346E-04	5.325662E-05	6.619748E-05	1.638213E-04	2.791189E-04	3.312843E-04	3.092337E-04	2.509314E-04	1.310505E-04	-4.781676E-05	-1.303847E-04	-1.690043E-04
8.962019E-04	2.05697E-03	3.122763E-03	2.580072E-03	1.45163E-03	6.200141E-04	3.614258E-04	4.920274E-04	8.111804E-04	1.010947E-03	1.024114E-03	9.600122E-04	9.608338E-04	1.060304E-03	1.239757E-03	1.425017E-03	1.597428E-03	1.567447E-03	1.383486E-03	1.20899E-03	9.945853E-04	7.292108E-04	4.776571E-04	2.554075E-04	1.417524E-04	2.003574E-04	2.572268E-04	2.043565E-04	1.052421E-04	4.180027E-05	2.065296E-05	2.904914E-06	2.216393E-05	1.213731E-05	4.016666E-05	6.100178E-05	1.181577E-05	4.17936E-05	8.82572E-05
3.788385E-04	1.056281E-03	2.580072E-03	3.600231E-03	2.94945E-03	1.433291E-03	2.572723E-04	-1.437626E-04	7.638971E-05	4.247394E-04	6.836756E-04	7.678877E-04	7.904492E-04	8.910407E-04	1.083966E-03	1.309301E-03	1.513778E-03	1.506393E-03	1.343837E-03	1.071503E-03	7.053865E-04	3.109348E-04	-2.31135E-07	-2.310232E-04	-3.624909E-04	-2.104514E-04	5.269896E-05	2.042733E-04	2.264514E-04	1.538276E-04	8.643364E-05	4.178413E-05	1.246119E-04	3.271465E-04	6.626473E-04	1.040963E-03	1.305214E-03	1.517608E-03	1.632004E-03
2.486704E-04	4.794232E-04	1.45163E-03	2.94945E-03	3.837762E-03	2.898485E-03	1.163155E-03	-5.21155E-05	-3.531495E-04	-1.137706E-04	2.668911E-04	5.47284E-04	6.543562E-04	7.747446E-04	8.888339E-04	9.891017E-04	1.093154E-03	1.018726E-03	8.326657E-04	5.889995E-04	3.015157E-04	6.313427E-05	-8.964415E-05	-1.83252E-04	-2.972961E-04	-1.369394E-04	2.294231E-04	5.673348E-04	7.262091E-04	6.997927E-04	6.79001E-04	7.358824E-04	9.463341E-04	1.295327E-03	1.783959E-03	2.259841E-03	2.586499E-03	2.804327E-03	2.895136E-03
3.692915E-04	4.15089E-04	6.200141E-04	1.433291E-03	2.898485E-03	3.851388E-03	3.062853E-03	1.43994E-03	2.267581E-04	-2.096073E-04	-7.125085E-05	2.615479E-04	4.745472E-04	7.011116E-04	8.201009E-04	8.238922E-04	8.820394E-04	8.424583E-04	7.025055E-04	5.863367E-04	4.582727E-04	3.481537E-04	2.294869E-04	1.297876E-04	-2.14271E-05	-6.161517E-05	5.211303E-05	1.314212E-04	-5.626208E-05	-4.214482E-04	-6.39702E-04	-6.340801E-04	-4.817977E-04	-2.456086E-04	1.973707E-04	6.657321E-04	9.706094E-04	1.142197E-03	1.24258E-03
5.554955E-04	6.375991E-04	3.614258E-04	2.572723E-04	1.163155E-03	3.062853E-03	4.573688E-03	4.017041E-03	2.186954E-03	6.236247E-04	-6.220157E-05	-5.551707E-05	1.673955E-04	5.325592E-04	8.537824E-04	9.805042E-04	1.120833E-03	1.154751E-03	1.027725E-03	9.172166E-04	7.388287E-04	5.309304E-04	2.423021E-04	-1.726642E-05	-2.562115E-04	-4.648241E-04	-5.240015E-04	-5.880797E-04	-8.771767E-04	-1.249815E-03	-1.467519E-03	-1.493053E-03	-1.481885E-03	-1.512179E-03	-1.48373E-03	-1.404523E-03	-1.381024E-03	-1.397185E-03	-1.38158E-03
6.87051E-04	8.697171E-04	4.920274E-04	-1.437626E-04	-5.21155E-05	1.43994E-03	4.017041E-03	5.652666E-03	4.691053E-03	2.503237E-03	7.987764E-04	9.261914E-05	8.428925E-05	4.714167E-04	1.021976E-03	1.419119E-03	1.757731E-03	1.913727E-03	1.773375E-03	1.552602E-03	1.225224E-03	8.385813E-04	3.179142E-04	-1.98219E-04	-6.345985E-04	-1.016173E-03	-1.3188E-03	-1.50959E-03	-1.73945E-03	-1.962991E-03	-2.119821E-03	-2.195061E-03	-2.390976E-03	-2.786337E-03	-3.278371E-03	-3.747648E-03	-4.127667E-03	-4.32929E-03	-4.430956E-03
7.253951E-04	1.039072E-03	8.111804E-04	7.638971E-05	-3.531495E-04	2.267581E-04	2.186954E-03	4.691053E-03	5.869692E-03	4.559573E-03	2.388649E-03	9.275282E-04	4.230747E-04	6.131582E-04	1.240808E-03	1.812521E-03	2.297353E-03	2.562511E-03	2.509238E-03	2.322353E-03	2.029432E-03	1.568256E-03	8.954298E-04	1.866748E-04	-3.973291E-04	-8.997563E-04	-1.444058E-03	-1.813976E-03	-2.095536E-03	-2.306621E-03	-2.44344E-03	-2.494559E-03	-2.707594E-03	-3.136589E-03	-3.606027E-03	-4.054696E-03	-4.379982E-03	-4.538057E-03	-4.676526E-03
6.486365E-04	1.032473E-03	1.010947E-03	4.247394E-04	-1.137706E-04	-2.096073E-04	6.236247E-04	2.503237E-03	4.559573E-03	5.255187E-03	3.986637E-03	2.271958E-03	1.183144E-03	9.090083E-04	1.282258E-03	1.746642E-03	2.098498E-03	2.291572E-03	2.308133E-03	2.21223E-03	2.046423E-03	1.733807E-03	1.323993E-03	9.32716E-04	6.114773E-04	2.754888E-04	-2.146663E-04	-5.670389E-04	-7.891666E-04	-9.431342E-04	-1.039257E-03	-1.038907E-03	-1.141046E-03	-1.31887E-03	-1.422306E-03	-1.511289E-03	-1.535822E-03	-1.503658E-03	-1.53807E-03
5.863259E-04	9.171395E-04	1.024114E-03	6.836756E-04	2.668911E-04	-7.125085E-05	-6.220157E-05	7.987764E-04	2.388649E-03	3.986637E-03	4.662976E-03	3.925608E-03	2.679418E-03	1.757925E-03	1.403803E-03	1.362626E-03	1.364756E-03	1.446362E-03	1.602408E-03	1.807869E-03	2.026072E-03	2.124546E-03	2.137354E-03	2.116686E-03	2.019935E-03	1.759127E-03	1.313191E-03	9.296235E-04	6.266971E-04	4.50931E-04	3.33164E-04	2.782001E-04	1.62415E-04	-4.435631E-07	-1.088482E-04	-1.875493E-04	-1.939756E-04	-1.370707E-04	-1.279272E-04
